category,CD
HRA,3.5556
ARH,2.1111
HRH,21.1250
HRH,11.3750
HRH,20.8750
HRA,8.8750
HRA,3.7500
HRA,5.0000
ARH,5.8889
ARH,5.8889
ARH,4.7778
ARH,3.3333
ARH,4.7778
ARH,4.7778
ARH,4.6000
ARH,3.3333
HRH,1.8889
HRH,3.2222
HRH,2.6667
ARH,4.2222
ARH,2.7778
HRH,2.2857
ARH,3.4545
ARH,9.5000
ARH,7.3333
ARH,8.3333
ARH,10.3000
ARH,6.7692
ARH,6.7692
ARH,5.4444
ARH,5.5000
ARH,5.5000
ARH,5.5000
HRH,1.4444
ARH,9.6667
HRH,1.6667
HRH,2.7500
HRH,1.6667
HRH,6.0000
HRH,1.5556
HRH,6.3750
HRH,5.2500
ARH,4.6667
ARH,6.0000
HRH,2.6667
HRH,1.2222
HRH,2.2500
ARH,14.1111
ARH,1.3030
ARH,4.6667
ARH,15.0000
HRH,1.5556
HRH,4.0000
HRH,2.5556
ARH,3.5556
ARH,10.5556
ARH,9.2222
ARH,71.5556
HRH,1.8750
HRH,3.3333
HRH,3.1111
HRH,5.1250
ARH,5.2222
HRH,1.1667
ARH,19.3333
ARH,6.2222
ARH,6.5556
HRH,0.2857
ARH,4.8889
ARH,5.8889
ARH,5.7778
ARH,5.8889
ARH,3.4444
HRH,2.0000
HRH,3.5714
HRH,3.0000
HRH,2.8000
ARH,3.2222
ARH,8.6000
ARH,6.2222
ARH,4.7778
ARH,3.8889
ARH,3.3333
ARH,4.4286
ARH,8.7368
ARH,6.0000
ARH,3.2222
ARH,4.0000
ARH,5.3750
ARH,5.2000
ARH,17.2222
ARH,3.5556
ARH,3.6667
HRH,2.7778
HRH,0.1111
HRH,1.2222
HRH,1.2222
HRH,1.2222
HRH,2.8889
ARH,7.5000
ARH,3.5556
HRH,2.8889
HRH,2.4444
HRH,4.0000
ARH,10.8889
HRH,4.3333
ARH,3.5000
HRH,3.0000
HRH,4.6250
HRH,7.0000
HRH,4.8889
HRH,12.4000
HRH,1.0000
HRH,0.7778
HRH,2.7500
HRH,0.8750
HRH,0.7500
HRH,0.3750
HRH,2.8571
HRH,2.6667
HRH,2.6667
ARH,14.3750
ARH,10.4444
ARH,7.0000
ARH,6.4444
ARH,9.8889
ARH,5.4444
ARH,7.6667
HRH,4.6667
HRH,1.5556
HRH,4.0000
HRH,1.2500
HRH,1.8889
ARH,35.5556
ARH,6.7778
ARH,18.0000
ARH,9.5000
ARH,4.7778
ARH,4.6667
ARH,4.8889
ARH,11.2500
HRH,5.7500
ARH,9.2500
ARH,4.5556
ARH,4.4444
ARH,5.2222
ARH,11.1111
ARH,11.0000
ARH,6.5000
ARH,5.0000
ARH,15.5556
ARH,4.6667
ARH,9.8750
ARH,9.2500
HRH,1.8889
HRH,5.7778
HRH,1.2222
ARH,6.2500
ARH,5.3333
HRH,0.5556
HRH,1.7778
HRH,1.6667
HRH,1.0000
HRH,3.6667
HRH,0.8889
ARA,9.3333
ARH,6.3333
ARH,6.5556
ARH,3.3333
ARH,4.1111
HRH,3.6250
HRH,3.7500
HRH,4.0000
HRH,7.2500
HRH,1.7778
HRH,8.6250
HRH,3.4444
HRH,7.5000
HRH,3.0000
HRH,2.7778
ARH,12.5556
ARH,13.0000
ARH,9.2222
ARH,9.2222
ARH,6.5556
ARH,6.4444
ARH,9.2500
ARH,8.7778
HRH,5.7500
HRH,3.6250
HRH,2.6250
HRH,1.1250
HRH,0.6667
HRH,1.4444
HRH,1.7500
HRH,1.8889
HRH,1.8889
HRH,1.5556
HRH,2.6667
HRH,3.1250
HRH,4.1250
HRH,3.8889
HRH,0.8889
HRH,1.6250
ARH,4.5556
ARH,6.6667
ARH,6.6667
HRH,4.2500
HRH,1.2222
HRH,8.3333
ARH,2.1250
HRH,2.2857
HRH,6.0000
HRH,1.7500
HRH,2.1250
HRH,1.6250
HRH,3.5714
HRH,4.0000
HRH,1.4444
HRH,7.6667
HRH,2.5000
HRH,1.6154
HRH,5.0000
HRH,0.4839
HRH,0.7917
HRH,0.3750
HRH,2.3333
HRH,0.9231
ARH,0.5946
ARH,143.0000
ARH,3.9286
ARH,0.9423
ARH,1.4400
HRH,1.6667
HRH,3.5556
HRH,2.3333
HRH,2.1111
HRH,2.3333
HRH,39.5000
HRH,6.8750
HRH,2.3077
HRH,1.5556
HRH,1.7778
HRH,0.3333
HRH,2.8889
HRH,0.3333
HRH,6.7500
HRH,9.0000
HRH,6.5714
HRH,6.7778
HRH,3.5714
HRH,3.5714
HRH,3.5714
HRH,3.5714
ARH,5.0000
ARH,5.5000
ARH,11.3333
ARH,8.0000
ARH,26.2500
ARH,8.3333
ARH,4.2222
ARH,8.3750
ARH,5.1250
ARH,3.6667
ARH,4.7778
ARH,2.5455
ARH,7.5556
ARH,5.4444
HRH,4.4000
ARH,11.4000
ARH,4.7273
ARH,7.1250
HRH,5.6667
HRH,3.5714
HRH,0.3333
HRH,1.4444
HRH,5.5556
HRH,2.4444
HRH,1.2222
ARH,7.2308
ARH,8.0833
ARH,8.4444
ARH,3.3158
ARH,12.0000
ARH,7.4444
ARH,3.5556
ARH,4.3333
ARH,8.1000
HRH,1.2500
HRH,8.8889
HRH,1.2222
HRH,2.6667
ARH,4.5000
ARH,5.4444
ARH,4.8750
ARH,4.8750
ARH,4.8750
ARH,4.8750
ARH,4.8750
HRH,4.0000
HRH,2.3750
HRH,0.5556
HRH,1.5000
HRH,8.8750
HRH,15.5000
HRH,15.3750
HRH,7.1250
HRH,2.3750
HRH,7.1250
HRH,12.6667
ARH,5.5556
HRH,2.5556
HRH,2.3333
HRH,3.0000
HRH,2.1111
HRH,2.1111
HRH,2.1111
HRH,2.1111
HRH,2.1111
HRH,2.1111
HRH,1.8889
HRH,1.0000
HRH,1.1111
HRH,4.1111
HRH,1.1111
HRH,1.3333
HRH,0.7778
HRH,1.1111
HRH,2.2222
HRH,0.5556
HRH,0.5556
HRH,1.7778
HRH,3.0000
HRH,7.1250
ARH,2.8667
ARH,1.2667
ARH,3.6471
ARH,2.5833
ARH,3.1176
HRH,1.5000
HRH,2.4444
HRH,4.6250
HRH,0.5556
HRH,15.0000
HRH,4.3333
HRH,6.5556
HRH,5.0000
HRH,0.4444
HRH,0.4444
ARH,2.8750
ARH,2.0000
ARH,2.0000
ARH,2.8750
ARH,2.8750
ARH,7.2222
ARH,11.4375
HRH,3.0000
ARH,7.6923
ARH,7.6923
ARH,11.1111
HRH,3.4286
HRH,4.1111
HRH,1.0000
HRH,3.0000
HRH,1.6667
HRH,3.5714
ARH,4.1250
ARH,8.2308
HRH,1.7778
ARH,3.1875
ARH,1.4000
ARH,7.8889
ARH,8.7778
ARH,2.9286
ARH,2.4667
HRH,1.8889
HRH,4.7778
HRH,0.6667
HRH,6.2222
HRH,2.5556
HRH,3.8889
HRH,1.7500
HRH,2.1111
HRH,8.2222
HRH,4.8889
HRH,8.5556
HRH,2.8889
ARH,7.1111
ARH,4.8333
ARH,4.8333
HRH,3.6667
ARH,5.6667
ARH,45.6667
ARH,13.5714
ARH,12.2857
ARH,12.0000
ARH,12.2857
ARH,4.8125
ARH,5.5000
ARH,10.1000
ARH,26.4444
ARH,7.8750
ARH,9.7500
ARH,7.5000
ARA,6.8571
HRA,4.4000
ARH,9.0526
ARH,7.3333
ARH,6.8333
ARH,6.0000
ARH,5.6667
ARH,2.2353
ARH,5.7500
ARH,7.7500
ARH,6.1429
ARH,7.3750
ARH,6.8889
HRH,1.6250
ARH,4.2500
ARH,4.2500
ARH,4.2500
ARH,2.6250
ARH,4.6000
ARH,8.1111
ARH,6.2222
ARH,8.1000
ARH,7.1111
ARH,12.4444
ARH,5.7500
ARH,9.0000
ARH,2.6667
ARH,8.0000
ARH,4.4444
ARH,4.4444
ARH,5.5000
ARH,5.0000
ARH,4.0000
ARH,4.0000
ARH,4.4444
HRH,1.5556
ARH,3.2500
ARH,3.2222
ARH,11.7143
ARH,6.2222
ARH,5.1111
ARH,5.2222
ARH,6.2500
ARH,4.5417
ARH,8.6667
ARH,8.1429
ARH,9.0000
ARH,3.4444
ARH,3.4444
ARH,7.6667
ARH,5.8889
ARH,5.8889
ARH,7.2500
ARH,6.3750
ARH,3.7778
ARH,5.0000
ARH,6.4444
ARH,3.0000
ARH,2.8889
ARH,16.1250
ARH,4.5556
ARH,5.5385
ARH,2.9167
ARH,10.5455
ARH,5.8889
ARH,8.0000
ARH,6.5000
ARH,7.6667
ARH,8.0000
ARH,3.8889
ARH,6.0667
ARH,3.3077
ARH,3.5000
ARH,6.5556
ARH,5.4444
ARH,4.2222
ARH,6.1111
ARH,14.7778
ARH,9.8000
ARH,5.8333
ARH,8.5556
ARH,6.7778
ARH,7.3000
ARH,15.0000
ARH,3.8889
ARH,10.0000
ARH,4.0000
ARH,4.8889
ARH,2.7778
ARH,3.3750
ARH,3.1333
ARH,5.1111
ARH,7.0000
ARH,3.0000
ARH,7.3333
ARH,11.8000
ARH,3.0000
ARH,2.6667
ARH,7.7500
ARH,7.7500
ARH,7.7500
ARH,6.0000
ARH,6.0000
HRH,4.3333
ARH,19.8889
ARH,5.7500
ARH,2.5714
ARH,6.3636
ARH,4.2500
ARH,4.0000
ARH,10.8750
ARH,8.8750
ARH,13.5556
ARH,10.7778
ARH,9.5000
ARH,7.6250
ARH,23.5556
ARH,6.4444
ARH,6.3000
ARH,3.8889
ARH,6.2222
ARH,3.1111
ARH,6.7778
ARH,4.4444
ARH,9.6250
ARH,12.4444
ARH,4.2222
ARH,11.0000
ARH,14.0000
ARH,3.4444
ARH,5.5000
ARH,5.5000
ARH,7.3750
ARH,4.3750
ARH,1.6667
ARH,1.6667
ARH,2.0667
ARH,8.3571
ARH,8.8571
ARH,4.5556
ARH,13.8333
ARH,6.5000
ARH,5.7778
ARH,10.6250
ARH,7.0000
ARH,9.7500
ARH,9.7500
ARH,13.5000
ARH,11.7500
HRH,0.8750
HRH,0.4444
HRH,0.4444
ARH,3.3333
ARH,15.1250
ARH,11.2857
ARH,6.1111
ARH,19.5556
ARH,7.6364
ARH,4.1250
ARH,4.0000
ARH,4.1250
ARH,4.0000
ARH,3.6667
ARH,5.4000
ARH,5.4000
ARH,7.4444
HRH,0.6250
HRH,0.7778
HRH,0.5556
HRH,5.0000
ARH,17.2222
ARH,8.5556
ARH,10.7778
ARH,6.7778
ARH,21.9231
ARH,6.8889
ARH,7.0000
ARH,11.9333
ARH,9.0909
ARH,8.2000
ARH,5.9048
ARH,3.1111
ARH,4.0000
ARH,5.3750
ARH,5.8750
ARH,13.4615
ARH,4.8889
ARH,10.6667
ARH,5.8889
ARH,13.1111
ARH,4.5556
ARH,4.0000
ARH,6.4444
ARH,8.3333
ARH,6.3333
ARH,5.7778
ARH,13.7778
ARH,6.2222
ARH,5.2222
ARH,4.6667
ARH,24.8889
ARH,17.0000
ARH,3.7778
ARH,5.3333
ARH,10.4444
ARH,6.3750
ARH,18.4444
ARH,18.5556
ARH,18.5556
ARH,2.8846
ARH,4.4000
ARH,4.1111
ARH,7.1111
ARH,5.0000
ARH,9.9231
ARH,8.1379
ARH,4.2222
ARH,32.8750
ARH,4.3333
ARH,4.4444
ARH,4.1111
ARH,8.5556
ARH,8.2222
ARH,5.5625
ARH,5.5625
ARH,18.2105
ARH,9.8947
ARH,7.4211
ARH,6.0000
ARH,4.6000
ARH,4.6000
ARH,8.5556
ARH,6.1111
ARH,4.8889
ARH,4.8889
ARH,9.6667
ARH,2.5000
ARH,2.3000
ARH,7.1111
ARH,7.5556
ARH,4.2222
ARH,5.2222
ARH,15.3750
ARH,7.8889
ARH,9.9286
ARH,2.6667
ARH,7.0000
ARH,5.6364
ARH,4.0000
ARH,3.9375
ARH,9.3333
ARH,4.2222
ARH,3.8889
ARH,12.0000
ARH,6.7778
ARH,16.8750
ARH,15.3636
ARH,3.3077
ARH,5.4444
ARH,2.8000
ARH,17.7273
ARH,10.0000
ARH,2.4000
ARH,3.6667
ARH,6.8750
ARH,8.3333
ARH,4.0000
ARH,3.3333
ARH,6.6364
ARH,2.2941
ARH,7.1111
ARH,11.6667
ARH,4.0000
ARH,10.0000
HRH,2.3333
ARH,11.7500
ARH,5.1818
ARH,8.8235
ARH,9.5833
ARH,9.5833
ARH,7.0909
ARH,11.0000
ARH,11.1250
ARH,3.5556
ARH,3.7917
ARH,3.5556
ARH,2.4500
ARH,3.2500
ARH,5.7778
ARH,7.4444
ARH,10.6000
ARH,12.5000
ARH,4.2222
ARH,4.2222
ARH,13.1818
ARH,3.6250
ARH,2.4545
ARH,3.3750
ARH,4.0000
ARH,4.0000
ARH,4.0000
ARH,4.0000
ARH,5.0000
ARH,5.6250
ARH,6.4286
ARH,5.6250
ARH,8.6250
ARH,1.3871
ARH,8.6250
ARH,9.8571
ARH,8.6250
ARH,7.6667
ARH,5.2500
ARH,5.2500
ARH,5.2500
ARH,5.1250
ARH,4.8750
ARH,4.8750
ARH,4.8750
ARH,6.1250
ARH,6.1250
ARH,6.1250
ARH,6.8750
ARH,6.6250
ARH,6.6250
ARH,10.1111
ARH,3.7500
ARH,6.5455
ARH,12.6842
ARH,9.5556
ARH,1.4167
ARH,3.7692
ARH,3.0625
ARH,0.9608
ARH,12.8000
ARH,4.4615
ARH,4.4444
ARH,1.4167
ARH,10.1667
ARH,7.1429
ARH,6.3333
ARH,6.3333
ARH,7.7143
ARH,6.2222
ARH,7.3750
ARH,6.8750
ARH,4.7778
ARH,8.7000
ARH,9.2857
ARH,8.3333
ARH,1.0526
ARH,13.3333
HRH,1.0000
ARH,12.4444
ARH,39.7778
ARH,4.1111
ARH,6.6250
ARH,8.6667
ARH,8.4286
ARH,3.5000
ARH,8.4444
ARH,8.5556
ARH,6.4444
ARH,4.1250
ARH,3.6667
ARH,6.0000
ARH,11.1111
ARH,3.7778
ARH,2.7273
ARH,9.6667
ARH,7.0000
ARH,8.8889
ARH,5.0909
ARH,4.2727
ARH,8.4444
ARH,5.2222
ARH,9.0000
ARH,4.2500
ARH,8.5556
ARH,8.5556
ARH,4.1111
ARH,3.9167
ARH,11.5833
ARH,13.3333
ARH,15.0000
ARH,9.3750
ARH,9.8889
ARH,5.8889
ARH,5.5556
ARH,11.8750
ARH,11.8750
ARH,15.7778
ARH,8.0000
ARH,7.7778
ARH,2.5625
ARH,2.8462
ARH,4.2500
ARH,3.3333
ARH,7.8889
ARH,7.3000
ARH,16.0000
ARH,7.0000
ARH,7.0000
ARH,7.0000
ARH,5.0000
ARH,10.5556
ARH,8.5000
ARH,13.0000
ARH,11.8750
ARH,8.3333
ARH,10.1667
ARH,8.3333
ARH,5.2222
ARH,7.1000
ARH,9.6667
ARH,8.3636
ARH,9.5556
ARH,2.5556
ARH,2.8000
ARH,13.2222
ARH,3.4444
ARH,2.8889
ARH,8.8750
ARH,5.4545
ARH,9.8889
ARH,10.1111
ARH,15.7778
ARH,11.2667
ARH,7.5556
ARH,6.6250
ARH,9.2222
ARH,4.2500
ARH,9.5556
ARH,6.8889
ARH,15.3750
ARH,10.1000
ARH,11.5714
ARH,19.3636
ARH,3.7143
ARH,7.5556
ARH,6.2500
ARH,8.6667
ARH,16.3636
ARH,7.6667
ARH,4.5556
ARH,9.5556
ARH,4.1111
ARH,27.7778
ARH,11.3333
ARH,15.3750
ARH,4.6250
ARH,3.6667
ARH,7.4444
ARH,2.7778
ARH,12.4444
ARH,10.3750
ARH,4.2500
ARH,4.3750
ARH,4.3333
ARH,4.3333
ARH,4.3333
ARH,2.8889
ARH,5.7778
ARH,5.7778
ARH,5.3333
ARH,5.3333
ARH,5.5556
ARH,5.5556
ARH,4.8889
ARH,11.0000
ARH,11.3333
HRH,1.6667
HRH,1.8571
HRH,1.2222
HRH,5.5556
HRH,4.7778
HRH,2.1250
HRH,1.4375
HRH,2.7778
HRH,0.6667
ARH,5.2500
HRH,1.7778
HRH,1.5556
HRH,0.8696
HRH,0.4762
HRH,1.4444
HRH,4.6923
HRH,0.5789
ARH,5.1250
ARH,7.3333
HRH,0.7778
HRH,5.1667
HRH,3.1111
HRH,2.0000
HRH,0.8000
HRH,2.1667
HRH,6.5556
HRH,2.3750
HRH,3.2222
HRH,8.5000
HRH,4.5000
ARH,2.3529
HRH,1.1111
HRH,0.7778
HRH,1.6667
ARH,13.6667
HRH,0.6250
HRH,0.7778
HRH,3.9167
HRH,5.0833
HRH,1.2500
ARH,1.8571
ARH,4.8750
HRH,0.2308
HRH,13.0000
HRH,2.0000
HRH,9.7500
HRH,3.1111
HRH,0.6500
HRH,2.7778
HRH,4.7000
HRH,1.6250
HRH,1.8333
HRH,1.8333
HRH,3.2500
HRH,2.4444
HRH,3.8000
HRH,4.0000
HRH,5.1111
HRH,3.0000
HRH,0.4571
HRH,6.5000
HRH,7.7500
HRH,4.7778
HRH,2.2222
HRH,5.5556
HRH,3.3333
HRH,3.5556
HRH,13.7368
HRH,3.0000
HRH,6.5000
HRH,2.4444
HRH,2.0000
HRH,3.1111
HRH,2.2222
HRH,6.6667
ARH,3.7333
ARH,3.1111
HRH,0.4444
HRH,1.4444
HRH,1.4444
HRH,12.6667
HRH,0.0870
HRH,4.5000
HRH,1.3333
HRH,3.8750
HRH,3.5000
HRH,1.5000
HRH,1.0000
HRH,1.4286
HRH,4.5000
HRH,0.6111
HRH,0.2222
HRH,4.1429
HRH,1.8889
HRH,1.0345
ARH,6.7778
ARH,5.7778
ARH,4.1111
ARH,4.2222
HRH,0.1047
ARH,7.0000
ARH,7.2500
HRH,2.7778
ARH,6.5714
ARH,3.1667
ARH,3.3077
ARH,3.6250
ARH,2.8750
ARH,4.5385
ARH,8.1111
ARH,5.5000
ARH,9.9000
HRH,2.0000
HRH,1.7778
ARH,6.6667
ARH,11.5556
ARH,2.5556
ARH,5.3750
ARH,9.0000
ARH,7.3333
ARH,10.6250
ARH,6.4444
ARH,6.0000
ARH,4.6667
ARH,5.7778
ARH,6.3333
ARH,21.3333
ARH,12.1111
ARH,8.7692
ARH,13.5833
ARH,12.5556
ARH,11.5556
ARH,9.0000
HRH,1.0000
HRH,2.6667
ARH,6.2222
ARH,10.7143
ARH,3.5385
ARH,7.2500
HRH,3.6667
HRH,0.7778
HRH,0.7778
HRH,0.7778
HRH,0.8889
ARH,16.6000
ARH,6.7500
ARH,4.5000
ARH,4.5000
ARH,4.5556
HRH,3.5556
HRH,3.5556
ARH,5.8889
ARH,5.0000
ARH,2.0000
ARH,6.1111
HRH,2.1111
HRH,1.8750
HRH,1.5000
ARH,7.9091
ARH,8.0909
ARH,9.0000
ARH,9.0000
HRH,0.5556
HRH,3.1111
HRH,1.1250
HRH,2.7500
ARH,5.4444
ARH,6.1111
HRH,1.1250
HRH,0.5500
ARH,8.3333
ARH,11.7895
HRH,1.4000
HRH,1.2500
HRH,8.0769
ARH,2.5556
ARH,5.1111
ARH,6.5000
ARH,6.3333
ARH,5.6250
ARH,6.0000
ARH,17.3333
ARH,10.3333
HRH,17.5000
ARH,8.0000
ARH,12.2222
HRH,0.5556
HRH,6.7778
ARH,6.2222
ARH,8.6667
ARH,9.8889
HRH,5.5714
HRH,4.0000
ARH,8.2222
ARH,5.1111
HRH,2.7692
ARH,7.2632
ARH,7.2632
ARH,7.2632
ARH,7.2632
ARH,7.2632
ARH,8.1364
ARH,8.1364
ARH,7.8889
ARH,8.2727
HRH,2.0000
ARH,7.0000
ARH,6.0000
ARH,5.8889
ARH,6.3333
ARH,3.6667
ARH,4.1111
HRH,0.4444
ARH,7.8889
ARH,6.6667
ARH,8.8000
ARH,7.7778
ARH,8.6667
ARH,9.9231
ARH,9.4444
ARH,10.1111
ARH,9.1818
HRH,6.3333
HRH,5.2000
ARH,3.7143
ARH,3.2143
HRH,1.3333
HRH,3.4545
ARH,7.7778
ARH,6.4444
ARH,12.0909
ARH,2.0714
ARH,6.6667
ARH,2.0500
ARH,2.8462
ARH,2.4762
ARH,3.8889
ARH,1.8182
HRH,11.7692
ARH,10.2222
ARH,10.5556
ARH,3.6364
ARH,3.3000
HRH,0.9091
HRH,0.7778
HRH,0.4000
HRH,2.0000
HRH,1.6667
HRH,0.6250
HRH,0.6552
HRH,2.3333
HRH,1.4737
HRH,0.7500
HRH,0.2222
HRH,0.2222
ARH,8.1250
ARH,9.5000
HRH,0.8889
HRH,2.6667
HRH,4.7778
HRH,5.7500
HRH,4.5000
ARH,8.3125
ARH,4.4444
ARH,3.0000
HRH,0.9189
HRH,3.0000
ARH,9.2500
ARH,11.1111
ARH,4.2222
ARH,5.7778
ARH,5.7778
ARH,5.7778
ARH,4.0000
ARH,4.5556
ARH,8.2500
ARH,12.8421
ARH,8.2222
ARH,7.1111
HRH,1.0000
HRH,2.5455
HRH,0.3000
ARH,5.5556
ARH,3.4286
ARH,14.2500
ARH,10.3333
HRH,2.0000
HRH,4.5000
HRH,2.2222
HRH,9.3750
HRH,0.6250
HRH,2.8889
HRH,1.0000
HRH,0.5000
HRH,0.7143
ARH,5.2222
ARH,3.4444
HRH,0.4286
ARH,3.8000
ARH,11.6250
ARH,4.0000
ARH,7.2500
ARH,4.6667
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,7.7778
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,3.4444
ARH,6.9000
HRH,1.5000
HRH,1.3333
ARH,14.7500
ARH,10.2500
ARH,6.6667
ARH,4.8333
ARH,3.7500
HRH,5.2222
HRH,5.0000
ARH,17.6154
ARH,10.3333
ARH,13.6667
ARH,5.3333
ARH,6.8889
HRH,1.4444
HRH,9.8125
ARH,4.0417
ARH,10.4000
HRH,1.1111
ARH,12.2222
ARH,2.2500
ARH,3.0000
ARH,6.1250
HRH,1.7778
ARH,4.3750
ARH,4.8889
ARH,12.3750
ARH,15.0000
ARH,25.7500
ARH,7.3333
ARH,7.5000
ARH,5.2222
ARH,6.3750
ARH,7.2222
HRH,6.8889
ARH,6.0000
ARH,8.7000
ARH,7.3333
ARH,11.0000
HRH,10.2500
HRH,17.2500
HRH,9.5000
HRH,3.2222
HRH,2.5556
HRH,2.3333
HRH,1.5714
HRH,4.3333
HRH,0.7778
ARH,4.7778
ARH,6.1111
ARH,2.1111
ARH,5.0000
ARH,13.7778
ARH,6.6667
ARH,7.2222
ARH,6.8889
ARH,6.8889
ARH,6.8889
ARH,6.8889
ARH,7.0000
ARH,7.0000
HRH,3.6250
HRH,11.3333
ARH,17.2222
HRH,2.7778
ARH,5.1250
HRH,3.1250
HRH,0.1591
HRH,0.6429
ARH,15.1250
ARH,6.6667
ARH,9.8750
HRH,1.6667
HRH,3.7500
ARH,8.3333
ARH,100.0000
HRH,0.2500
HRH,0.8889
ARH,8.0000
ARH,8.0000
ARH,5.3333
HRH,1.4444
HRH,6.7500
ARH,7.3750
ARH,6.0000
ARH,8.4615
HRH,1.7500
HRH,2.1111
ARH,6.5000
ARH,6.0000
ARH,7.6667
ARH,5.6364
HRH,7.8750
ARH,10.3333
HRH,0.7778
ARH,9.8889
ARH,12.6667
ARH,8.7778
HRH,1.7143
HRH,2.8333
ARH,7.2222
ARH,4.2500
ARH,11.4444
ARH,18.8889
ARH,9.5000
ARH,4.8750
ARH,4.2500
ARH,6.4444
HRH,4.7500
ARH,7.7778
ARH,7.0000
HRH,1.0000
ARH,10.3333
HRH,34.4286
HRH,3.8750
ARH,6.7778
ARH,4.9000
HRH,5.6250
ARH,6.5000
HRH,3.5000
HRH,7.6000
ARH,5.0000
ARH,4.1429
ARH,5.3750
ARH,11.1250
ARH,6.2500
ARH,13.5556
ARH,3.0667
ARH,4.3000
ARH,5.6667
ARH,5.1111
ARH,1.3939
ARH,4.2727
HRH,1.0000
HRH,1.9000
ARH,6.6667
ARH,8.4444
ARH,7.3333
ARH,3.6667
ARH,1.9000
HRA,3.1250
HRA,5.8571
HRA,7.0000
HRA,6.4444
HRA,3.1333
HRA,3.1111
HRA,3.1111
HRA,3.4167
HRA,7.7143
HRA,1.0600
HRA,0.7500
HRA,1.3750
HRA,1.7500
HRA,2.8333
HRA,1.8571
HRA,1.8571
HRA,7.3333
HRA,5.6250
HRA,1.8889
HRA,4.8000
HRA,3.3333
HRA,5.0000
HRA,4.2222
HRA,3.7273
ARH,7.5556
ARH,91.0000
ARH,35.5000
ARH,9.5000
ARH,9.5000
ARA,20.2500
ARA,10.8750
ARA,5.3750
ARA,27.5000
ARA,3.8571
ARA,8.1667
ARA,17.0000
HRH,8.2222
HRH,5.7333
HRH,6.7778
HRH,4.4444
HRH,2.2500
HRH,2.2500
HRH,8.8889
HRH,0.5556
HRH,3.7500
HRH,3.7500
HRH,3.7500
HRH,0.6250
HRH,2.7000
HRH,3.5000
HRH,5.1875
HRH,3.3750
HRH,1.5000
HRH,25.4286
HRH,7.5000
HRH,9.1250
HRH,13.5000
ARH,7.1111
HRH,5.5556
ARH,5.8750
ARH,5.8750
ARH,5.8750
ARH,5.8750
ARH,6.6250
ARH,11.0000
ARH,9.5556
ARH,6.0000
HRH,1.1111
HRH,0.8889
ARH,38.6667
ARH,2.9444
ARH,4.5000
HRH,3.8000
HRH,8.5556
HRH,12.0909
HRH,11.2500
HRH,5.1250
HRH,3.2222
ARH,16.8889
ARH,11.8125
ARH,7.7273
HRH,0.8889
HRH,3.1111
ARH,7.5556
ARH,9.5556
HRH,1.3333
ARH,3.5000
ARH,5.6000
ARH,3.5000
ARH,8.0000
HRH,3.5556
ARH,10.4545
ARH,6.5000
ARH,6.5000
HRH,1.4444
HRH,0.8889
HRH,1.1111
HRH,1.2500
ARH,9.7778
HRH,1.0000
HRH,4.8750
HRH,5.2500
ARH,1.5000
ARH,1.7778
ARH,1.5000
ARH,1.7778
HRH,1.6667
HRH,0.2500
HRH,2.2500
HRH,0.6667
HRH,1.6250
HRH,1.7500
HRH,3.8571
HRH,11.8750
ARH,206.5714
ARH,214.1429
HRH,0.4286
HRH,10.0000
HRH,14.2500
ARH,153.2222
ARH,173.4444
ARH,172.6667
HRH,1.1111
HRH,3.3750
HRH,2.6667
HRH,0.7500
HRH,2.4444
ARH,153.1111
ARH,157.6667
HRH,2.0000
HRH,3.0000
HRH,2.1667
HRH,1.4444
HRH,0.7778
HRH,2.7778
HRH,1.2222
HRH,3.1250
HRH,0.7500
HRH,0.2500
HRH,0.4444
ARH,12.4000
HRH,1.5556
HRH,0.2222
HRH,3.5556
HRH,9.1111
HRH,5.1111
ARH,178.0000
ARH,159.8889
ARH,150.6667
ARH,153.3333
ARH,154.1111
ARH,178.8750
ARH,281.0000
ARH,159.1111
HRH,1.1250
HRH,0.8889
HRH,1.8571
ARH,171.5000
ARH,188.0000
ARH,167.6667
ARH,357.2500
ARH,170.7778
ARH,172.6667
ARH,158.1111
HRH,2.5000
HRH,4.6667
HRH,7.8889
ARH,178.1111
HRH,1.7778
HRH,0.7500
ARH,182.5556
HRH,2.4444
HRH,2.2222
HRH,2.2222
HRH,8.8889
ARH,174.3333
ARH,173.4444
ARH,181.1111
ARH,174.0000
ARH,190.3750
HRH,0.8889
ARH,172.8889
ARH,172.5556
HRH,0.7037
ARH,162.7778
ARH,163.4444
ARH,173.8889
HRH,4.5000
HRH,1.7500
ARH,171.2222
ARH,180.6667
ARH,198.0000
ARH,203.7778
ARH,196.7500
ARH,201.0000
ARH,192.7778
ARH,282.5000
ARH,179.3333
ARH,179.2222
ARH,180.6667
ARH,181.3333
HRH,1.7778
ARH,186.5556
ARH,172.2222
ARH,168.2222
ARH,174.4444
ARH,170.4444
HRH,2.4444
HRH,2.4444
HRH,0.6667
HRH,1.2000
ARH,175.4444
HRH,2.8889
HRH,1.1111
ARH,182.0000
ARH,172.4444
ARH,196.5000
ARH,174.6667
ARH,163.7778
ARH,169.0000
HRH,2.3750
