repo,pr_number,thread_id,pr_author,pr_created_at,comment_count,turn_type,review_category,turn_sequence_roles,comment_sequence,max_gap_hours,first_response_hours,agent_suggestion_present,mentioned_files,linked_commits,linked_commit_windows,pr_merged,pr_merge_timestamp,pr_closed_at
APSIMInitiative/ApsimX,10401,2324021632,Human(hol353),2025-09-01T04:58:03+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2324021632,2025-09-05T03:41:03+00:00,created)->Human(hol353,2324032318,2025-09-05T03:53:53+00:00,created)",0.214,94.717,true,,,,true,2025-09-05T05:01:39Z,2025-09-05T05:01:39+00:00
APSIMInitiative/ApsimX,10401,2324021637,Human(hol353),2025-09-01T04:58:03+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2324021637,2025-09-05T03:41:04+00:00,created)",,94.717,false,,,,true,2025-09-05T05:01:39Z,2025-09-05T05:01:39+00:00
APSIMInitiative/ApsimX,10416,2320782906,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Human_Review_Human,H(PR)->H,"Human(ric394,2320782906,2025-09-04T04:17:12+00:00,created)",,2.983,false,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10416,2320787089,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Human_Review_Human,H(PR)->H,"Human(ric394,2320787089,2025-09-04T04:21:31+00:00,created)",,3.055,false,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10416,2320871411,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2320871411,2025-09-04T05:27:34+00:00,created)",,4.156,false,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10416,2320871420,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2320871420,2025-09-04T05:27:34+00:00,created)",,4.156,true,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10416,2320871429,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2320871429,2025-09-04T05:27:34+00:00,created)",,4.156,true,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10416,2320871437,Human(par456),2025-09-04T01:18:14+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2320871437,2025-09-04T05:27:34+00:00,created)",,4.156,true,,,,true,2025-09-05T00:20:21Z,2025-09-05T00:20:21+00:00
APSIMInitiative/ApsimX,10421,2323770970,Human(sno036),2025-09-04T23:58:11+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2323770970,2025-09-04T23:58:46+00:00,created)->Human(sno036,2323781257,2025-09-05T00:10:45+00:00,created)",0.200,0.010,false,,,,true,2025-09-08T23:10:32Z,2025-09-08T23:10:32+00:00
APSIMInitiative/ApsimX,10425,2324225652,Human(ric394),2025-09-05T06:31:36+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2324225652,2025-09-05T06:31:59+00:00,created)",,0.006,false,,,,true,2025-09-07T22:53:37Z,2025-09-07T22:53:37+00:00
APSIMInitiative/ApsimX,10425,2324225661,Human(ric394),2025-09-05T06:31:36+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2324225661,2025-09-05T06:32:00+00:00,created)->Human(ric394,2324232944,2025-09-05T06:36:37+00:00,created)",0.077,0.007,true,,,,true,2025-09-07T22:53:37Z,2025-09-07T22:53:37+00:00
APSIMInitiative/ApsimX,10426,2328980779,Human(ric394),2025-09-08T01:45:52+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2328980779,2025-09-08T02:04:42+00:00,created)",,0.314,true,,,,true,2025-09-09T04:30:57Z,2025-09-09T04:30:57+00:00
APSIMInitiative/ApsimX,10426,2328980784,Human(ric394),2025-09-08T01:45:52+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2328980784,2025-09-08T02:04:43+00:00,created)",,0.314,true,,,,true,2025-09-09T04:30:57Z,2025-09-09T04:30:57+00:00
APSIMInitiative/ApsimX,10430,2328986332,Human(lie112),2025-09-08T02:11:48+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2328986332,2025-09-08T02:12:14+00:00,created)",,0.007,true,,,,true,2025-09-08T22:48:04Z,2025-09-08T22:48:04+00:00
APSIMInitiative/ApsimX,10430,2328986344,Human(lie112),2025-09-08T02:11:48+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2328986344,2025-09-08T02:12:14+00:00,created)",,0.007,true,,,,true,2025-09-08T22:48:04Z,2025-09-08T22:48:04+00:00
APSIMInitiative/ApsimX,10444,2335692144,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692144,2025-09-10T06:29:40+00:00,created)",,0.294,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10444,2335692159,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692159,2025-09-10T06:29:41+00:00,created)",,0.294,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10444,2335692170,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692170,2025-09-10T06:29:41+00:00,created)",,0.294,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10444,2335692183,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692183,2025-09-10T06:29:41+00:00,created)",,0.294,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10444,2335692193,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692193,2025-09-10T06:29:41+00:00,created)",,0.294,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10444,2335692203,Human(par456),2025-09-10T06:12:01+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2335692203,2025-09-10T06:29:42+00:00,created)",,0.295,true,,,,true,2025-09-11T02:31:11Z,2025-09-11T02:31:11+00:00
APSIMInitiative/ApsimX,10455,2342786484,Human(ric394),2025-09-12T02:26:40+00:00,1,single-turn,Agent_Review_Human,H(PR)->A,"Agent(Copilot,2342786484,2025-09-12T02:26:56+00:00,created)",,0.004,true,,,,true,2025-09-12T06:11:09Z,2025-09-12T06:11:09+00:00
APSIMInitiative/ApsimX,10456,2342961184,Human(sno036),2025-09-12T04:55:30+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2342961184,2025-09-12T04:57:23+00:00,created)->Human(sno036,2342985126,2025-09-12T05:10:50+00:00,created)",0.224,0.031,true,,,,true,2025-09-18T03:16:50Z,2025-09-18T03:16:50+00:00
APSIMInitiative/ApsimX,10456,2342961208,Human(sno036),2025-09-12T04:55:30+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2342961208,2025-09-12T04:57:23+00:00,created)->Human(sno036,2342986507,2025-09-12T05:11:44+00:00,created)",0.239,0.031,false,,,,true,2025-09-18T03:16:50Z,2025-09-18T03:16:50+00:00
APSIMInitiative/ApsimX,10456,2342961216,Human(sno036),2025-09-12T04:55:30+00:00,2,multi-turn,Agent_Review_Human,H(PR)->A->H,"Agent(Copilot,2342961216,2025-09-12T04:57:23+00:00,created)->Human(sno036,2342986094,2025-09-12T05:11:29+00:00,created)",0.235,0.031,false,,,,true,2025-09-18T03:16:50Z,2025-09-18T03:16:50+00:00
